Title,Developer,Genre,Price,Release Date
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
Negative Type,ROD Interactive,Adventure,Free,Coming soon
Uncharted Waters Online,"KOEI TECMO GAMES CO., LTD.",Massively Multiplayer,Free To Play,"19 Dec, 2018"
HUNTER X HUNTER,Madhouse/Shueisha,VIZ MEDIA,Free,"2 Oct, 2011"
Air - 2236 A.D. Original Soundtrack,Chloro,Indie,$6.99 USD,"23 Jul, 2018"
Incandescent 2,Stephen Crabb,Indie,Free,"18 Jan, 2019"
Pure Farming 2018 - Versatile 4WD 610,Ice Flames,Ice Flames,Free,"23 Jul, 2018"
Pure Farming 2018 - Zetor Major CL 80,Ice Flames,Ice Flames,Free,"23 Jul, 2018"
The Crew 2 - Season Pass,Ivory Tower,Massively Multiplayer,$29.99 USD,"29 Jun, 2018"
Darksiders III - The Crucible,Gunfire Games,Adventure,$4.99 USD,"26 Feb, 2019"
Darksiders III - Keepers of the Void,Gunfire Games,Adventure,$7.99 USD,"16 Jul, 2019"
Save President From Rebels,Tero Lunkka,Casual,$0.90 USD,"3 Sep, 2018"
Hell Pie,Sluggerfly,Adventure,$8.49 USD,"21 Jul, 2022"
Metro Exodus - Sam's Story,4A Games,Adventure,$7.99 USD,"11 Feb, 2020"
Metro Exodus - The Two Colonels,4A Games,4A Games,$5.49 USD,"20 Aug, 2019"
My Farm,Bip Media,Simulation,$5.49 USD,"23 Aug, 2018"
GKO,SCC,Indie,Free,"25 Jul, 2018"
RGBCELLS,SC.Wu,Indie,$0.90 USD,"26 Jul, 2018"
Animallica - Official Soundtrack,Animallica Games Studio,Adventure,$2.99 USD,"24 Sep, 2018"
Hexile,Dystrophic LLC,Dystrophic LLC,Free,Coming soon
Shadow of the Tomb Raider: Definitive Edition,Eidos-Montréal,Adventure,Shadow of the Tomb Raider Free Trial,"14 Sep, 2018"
Fantasy Grounds - Quests of Doom 4: Cave of Iron (5E),"SmiteWorks USA, LLC",RPG,$4.49 USD,"21 Aug, 2018"
Shadow of the Tomb Raider: Definitive Edition,Eidos-Montréal,Adventure,Shadow of the Tomb Raider Free Trial,"14 Sep, 2018"
Shadow of the Tomb Raider: Definitive Edition,Eidos-Montréal,Adventure,Shadow of the Tomb Raider Free Trial,"14 Sep, 2018"
Pawn of the Dead,Aslan Game Studio,Strategy,$3.99 USD,"19 Feb, 2021"
秋色的記憶(體驗版) / Fall...in Love (Demo),藍茶高校 Blue Tea College,Free To Play,Free To Play,"26 Jul, 2018"
TrapLand,Tandem,Indie,$1.29 USD,"28 Jun, 2018"
The Plant,Aventy's team,Indie,Free To Play,"23 Jul, 2018"
TERRORHYTHM (TRRT) - Game OST,EvilCoGames,Adventure,$1.29 USD,"26 Oct, 2018"
SCHOOLBOYS! AYUMI,2eme Gymnopédie,Casual,Free,"8 Mar, 2018"
One Deck Dungeon - Cinder Plains,Handelabra Games Inc.,Indie,$0.90 USD,"4 Jul, 2018"
StickyBots,Potion Games,Indie,$4.99 USD,"21 Nov, 2018"
Fantasy Grounds - Royal Class (PFRPG),"SmiteWorks USA, LLC",RPG,$3.49 USD,"28 Jun, 2018"
Guts and Glory - Original Soundtrack,HakJak,Casual,$2.99 USD,"19 Jul, 2018"
Oik 4 - OST,Crew Lab,Indie,Free To Play,"25 Jun, 2018"
Centifeed,Ghost Lord Games,Casual,$1.29 USD,"9 Nov, 2018"
Another world: Truck driver,Another world,Simulation,$5.49 USD,"29 Jul, 2018"
Virtual Virtual Reality,Tender Claws,Indie,$6.99 USD,"9 Mar, 2017"
SENRAN KAGURA Burst Re:Newal,Tamsoft,Tamsoft,$10.49 USD,"22 Jan, 2019"
Empire,Clecota Games,RPG,$2.99 USD,"20 Jul, 2018"
Punk A.F.,Cactus and Meatballs Games,Casual,Free,Coming soon
Sharp,alkaitagi,Indie,Free,"1 Sep, 2018"
Archangel™: Hellfire - Enlist FREE,Skydance Interactive,Free To Play,Free To Play,"2 Aug, 2017"
Labyrinth of Refrain: Coven of Dusk - Meel's Best Shield,"Nippon Ichi Software, Inc.",Strategy,$0.90 USD,"18 Sep, 2018"
Labyrinth of Refrain: Coven of Dusk - Meel's Best Bell,"Nippon Ichi Software, Inc.",Strategy,$0.90 USD,"18 Sep, 2018"
Labyrinth of Refrain: Coven of Dusk - Meel's Manania Pact,"Nippon Ichi Software, Inc.",Strategy,$1.29 USD,"18 Sep, 2018"
The Caligula Effect: Overdose,FURYU Corporation,FURYU Corporation,$24.99 USD,"12 Mar, 2019"
Labyrinth of Refrain: Coven of Dusk - Meel's Best Earring,"Nippon Ichi Software, Inc.",Strategy,$0.90 USD,"18 Sep, 2018"
Hit The Hive,VOID VR,Casual,Hit The Hive DEMO,"24 Aug, 2018"
Labyrinth of Refrain: Coven of Dusk - Meel's Strategy Guide Pact,"Nippon Ichi Software, Inc.",Strategy,$1.29 USD,"18 Sep, 2018"
Labyrinth of Refrain: Coven of Dusk - Digital Art Book,"Nippon Ichi Software, Inc.",Strategy,$2.99 USD,"18 Sep, 2018"
A Light in the Dark - Prologue Manga,CreSpirit,Casual,$2.99 USD,"25 Jun, 2018"
A Light in the Dark - The Art of A Light in the Dark,CreSpirit,Casual,$4.49 USD,"17 Sep, 2018"
Her,橘喵喵,橘喵喵,Free,Coming soon
Bitter Tides,Bottom Feeders,Adventure,Free,Coming soon
Muv-Luv photonflowers*,aNCHOR Inc.,Casual,$8.49 USD,"2 Aug, 2019"
Crypto Crisis,Armoured Beans,Simulation,Free To Play,"22 Feb, 2019"
Downtown Mafia: Gang Wars,DYNAMICNEXT,Indie,Free To Play,"25 Jul, 2018"
Muv-Luv photonmelodies♮,aNCHOR Inc.,Casual,$10.49 USD,"29 Jul, 2020"
UnHolY DisAsTeR,UnholY CreatioN,Indie,$6.49 USD,"17 Mar, 2018"
NTBSS: Seventh Hokage Costume (Gender-Neutral),Soleil Ltd.,Soleil Ltd.,$1.99 USD,"30 Aug, 2018"
The Oni Sellsword,Eric Baskin,RPG,Free,"7 Aug, 2018"
The Sentinel Chronicles,"UMN, Micro-Studios",Open Sign Films,$0.90 USD,"5 Jul, 2018"
NTBSS: Master Character Pain Early Unlock,Soleil Ltd.,Soleil Ltd.,$1.29 USD,"30 Aug, 2018"
NTBSS: Shinobi Strikers Coat: White (Gender-Neutral),Soleil Ltd.,Soleil Ltd.,$0.90 USD,"30 Aug, 2018"
NARUTO TO BORUTO: SHINOBI STRIKER Season Pass,Soleil Ltd.,Soleil Ltd.,$29.99 USD,"30 Aug, 2018"
Summer: Jigsaw Puzzles,Myarcadegames Studios,Casual,Free,"17 Jul, 2018"
ZYX STORY,Project_lelz,Adventure,$0.90 USD,"18 Jul, 2018"
2 Hour Fireplace Relaxing Ambient Video for Sleep and Meditation,MVP Video,Distribber,Free,"1 Jan, 2017"
Tano's Fate,Jay-Cast Studios,Indie,Free,Coming soon
MiniCar Race - 极品飞车2019 Mini,Beyond Games,Casual,$1.89 USD,"13 Jul, 2018"
雨上がりのハナビィ Ameagari no Hanaby,Enigmatic Network,Adventure,$6.79 USD,"22 Sep, 2018"
Open Space 2D,Jordan Rott,Indie,$0.90 USD,"6 Jul, 2018"
Paralines The Last paladin Original Sound Track,Lycian Studio,Indie,$3.99 USD,"1 Jul, 2018"
Idle Champions - Jarlaxle Starter Pack,Codename Entertainment Inc.,Adventure,$6.19 USD,"13 Jul, 2018"
雨上がりのハナビィ Ameagari no Hanaby,Enigmatic Network,Adventure,$6.79 USD,"22 Sep, 2018"
Idle Champions - Asharra Starter Pack,Codename Entertainment Inc.,Adventure,$6.19 USD,"9 Jul, 2019"
Idle Champions - Makos Starter Pack,Codename Entertainment Inc.,Adventure,$6.19 USD,"9 Jul, 2019"
Idle Champions - Delina Starter Pack,Codename Entertainment Inc.,Adventure,$6.19 USD,"9 Jul, 2019"
Pythagoras' Perpetual Motion Machine,Marudice,Indie,$5.49 USD,"11 Aug, 2017"
Deity Empires,BaileyHausdorff Systems,Strategy,$8.49 USD,"25 Sep, 2018"
SRPG Studio Desert Background,SapphireSoft,Utilities,$7.29 USD,"20 Aug, 2018"
The Sentinel Chronicles,"UMN, Micro-Studios",Open Sign Films,$0.90 USD,"5 Jul, 2018"
Battle Royale Builder,Skeptika1,Indie,$1.89 USD,"10 Jan, 2019"
ULTIRE: Balls Out,dimbdev,Casual,$4.49 USD,"28 Jan, 2020"
IgKnight Food Fight,Ignite VR,Indie,$3.99 USD,"21 May, 2020"
KnifeBoy Rebooted,RunicCodes,Adventure,$6.99 USD,"18 Oct, 2019"
Vatnik Simulator - A Russian Patriot Game - OST,"Nikita ""Ghost_RUS""",Indie,Free,"22 Jun, 2018"
Two Wars - Part 1,Triority,Triority,Free,"9 Jul, 2018"
Loot Box Simulator,Clickbait Studios,Clickbait Studios,Free,"27 Jul, 2018"
A Stickman Reality,ImproVive,Free To Play,Free To Play,"8 Oct, 2018"
Marginalia,Connor Sherlock,Indie,$3.49 USD,"28 Oct, 2017"
Bonkies,Studio Gauntlet,Adventure,$6.99 USD,"29 Jan, 2021"
Project 59,Red Oak Studio,Adventure,$2.99 USD,"19 Jul, 2018"
Tell Me Everything - Soundtrack,LizardFactory,Indie,$0.90 USD,"8 Oct, 2018"
RPG Maker VX Ace - Madness Music Pack,JDB Artist,Web Publishing,$9.99 USD,"18 Oct, 2018"
RPG Maker VX Ace - Future Steam Punk,bitter sweet entertainment,Web Publishing,$7.49 USD,"18 Oct, 2018"
Echoes World,Maximus Ludos Studios,Maximus Ludos Studios,$0.90 USD,"31 Oct, 2018"
Forest Rabbit,Velaris Studio,Velaris Studio,$1.29 USD,"4 Jul, 2018"
Yaga,Breadcrumbs Interactive,Indie,$8.49 USD,"12 Jan, 2021"
Zombie Head,Pixel Cattus,Casual,$1.29 USD,"25 Jul, 2018"
The Intern - OST,Red13Indie,Adventure,$0.90 USD,"22 Jun, 2018"
Oligopoly: Industrial Revolution,Viny Game Studio,Strategy,$5.49 USD,"5 Oct, 2018"
Pilgrimage,Robbin Leung,Robbin Leung,$3.99 USD,"7 Jul, 2018"
Lovestory,Gunval Team,Adventure,$0.90 USD,"30 Aug, 2018"
Another Sight - Definitive Edition,Lunar Great Wall Studios,Adventure,$8.19 USD,"6 Sep, 2018"
"Northgard - Sváfnir, Clan of the Snake",Shiro Games,Simulation,$2.99 USD,"19 Jul, 2018"
Notified,Stellar Oasis,Casual,Free To Play,"31 Aug, 2018"
Varenje - Soundtrack DLC,Play Cute,Casual,$1.89 USD,"3 Jul, 2018"
Guess who ?,Easy game,Casual,$0.90 USD,"5 Jul, 2018"
Fantasy Grounds - Shaintar: Thundering Skies (Savage Worlds),"SmiteWorks USA, LLC",RPG,$8.19 USD,"28 Jun, 2018"
Varenje - Full Game DLC,Play Cute,Casual,$2.99 USD,"3 Jul, 2018"
PRO EVOLUTION SOCCER 2019,Konami Digital Entertainment,Konami Digital Entertainment,Free,"29 Aug, 2018"
Pitch Perfect Ear Training,Wholetone Games,Indie,$0.90 USD,"10 Jul, 2018"
Event Pass: Sanhok,PUBG Corporation,Adventure,Free,"21 Jun, 2018"
FortOfTheNight,BeconGamesCorp,Indie,$5.89 USD,"12 Jul, 2018"
Adapt,Paul Hervé,Casual,Free,To be announced
Dragonfly Chronicles,Marco Ayala Games,Adventure,$4.99 USD,"10 Aug, 2018"
Sabbat of the Witch,YUZUSOFT,Casual,$12.49 USD,"26 Oct, 2018"
Red Faction: Guerrilla Soundtrack,Volition,Volition,$3.99 USD,"3 Jul, 2018"
Wetwork,Jānis Circenis,Adventure,$5.49 USD,"27 Jul, 2018"
S.F.77,mkaatr,mkaatr,Free To Play,"13 Sep, 2018"
XXX Puzzle: Expansion Pack 2,L. Stotch,Indie,$1.89 USD,"25 Jun, 2018"
NTBSS: Master Character Training Pack - Orochimaru,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"1 Nov, 2018"
NTBSS: Master Character Training Pack - Tobirama Senju,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"15 Nov, 2018"
NTBSS: Master Character Training Pack - Jiraiya,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"4 Oct, 2018"
NTBSS: Master Character Training Pack - Obito Uchiha,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"21 Feb, 2019"
NTBSS: Master Character Training Pack - Hiruzen Sarutobi,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"18 Oct, 2018"
NTBSS: Master Character Training Pack - Minato Namikaze,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"15 Nov, 2018"
NTBSS: Master Character Training Pack - Tsunade,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"28 Jan, 2019"
NTBSS: Master Character Training Pack - Madara Uchiha,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"4 Apr, 2019"
NTBSS: Master Character Training Pack - Hashirama Senju,Soleil Ltd.,Soleil Ltd.,$3.99 USD,"15 Nov, 2018"
PSI Magic,Synrec,Adventure,Free,"20 Jan, 2018"
MatchyGotchy Pack,"Silverware Games, Inc.",Indie,$1.29 USD,"17 Sep, 2018"
AirMech Soundtrack 2: WarMech by Frontline Assembly,Carbon Games,Free To Play,$5.49 USD,"27 Jun, 2018"
MatchyGotchy Z,"Silverware Games, Inc.",Indie,$3.49 USD,"4 Mar, 2019"
Ultimate War,GamePowerEs,Early Access,$3.49 USD,"19 Jun, 2018"
Suitchi,GuruWorks,Casual,$0.90 USD,"25 Oct, 2018"
Ready Or Not - Supporter Edition,VOID Interactive,VOID Interactive,Free,Coming soon
The Vagrant Artbook,O.T.K Games,Adventure,$1.29 USD,"21 Jun, 2018"
Grisaia Phantom Trigger Character Song (Maki),Frontwing,Casual,$2.49 USD,"26 Jul, 2018"
ZOLO - Zombies Only Live Once,Game Cooks,Casual,$2.49 USD,"10 Dec, 2018"
World of War : Battlegrounds,NK CREATIV TEAM,Adventure,$1.89 USD,"20 Jun, 2018"
Abunka,Game Cooks,Free To Play,Free,To be announced
Jet-Story 2018 Donationware,Miroslav Fidler,Indie,$0.90 USD,"3 Jul, 2018"
Legend Of Mercy Original Soundtrack 神医魔导典藏版原声音乐大碟,SPG Mistarille,Indie,$1.89 USD,"21 Jun, 2018"
RPG Maker VX Ace - POP! Horror City: Character Pack 2,Vexed Enigma,Web Publishing,$3.49 USD,"5 Jul, 2018"
RPG Maker VX Ace - Nostalgic Music Box Vol.1,TK.Projects,Web Publishing,$9.99 USD,"26 Jul, 2018"
Ninja SpeedRush,R.P.,Casual,$0.90 USD,"18 Jul, 2018"
RPG Maker VX Ace - Annihilation Music Pack,Murray Atkinson,Web Publishing,$7.49 USD,"2 Aug, 2018"
RPG Maker VX Ace - Karugamo Fantasy BGM Pack 02,Karugamo,Web Publishing,$4.99 USD,"10 Sep, 2018"
RPG Maker VX Ace - Modern Shop Add-On,Lunarea,Web Publishing,$2.99 USD,"30 Aug, 2018"
RPG Maker VX Ace - RPG Maker XP Remastered OST,KOMODO,Web Publishing,$9.99 USD,"16 Aug, 2018"
RPG Maker VX Ace - Karugamo Fantasy BGM Pack 01,Karugamo,Web Publishing,$4.99 USD,"10 Sep, 2018"
RPG Maker VX Ace - Karugamo Fantasy BGM Pack 04,Karugamo,Web Publishing,$4.99 USD,"13 Sep, 2018"
RPG Maker VX Ace - Karugamo Fantasy BGM Pack 03,Karugamo,Web Publishing,$4.99 USD,"13 Sep, 2018"
RPG Maker VX Ace - Karugamo Contemporary BGM Pack 01,Karugamo,Web Publishing,$4.99 USD,"27 Sep, 2018"
RPG Maker VX Ace - Hiroki Kikuta's The Fury Music Pack,Hiroki Kikuta,Web Publishing,$7.49 USD,"4 Oct, 2018"
RPG Maker VX Ace - 8-Bit Perfect Collection,bitter sweet entertainment,Web Publishing,$12.49 USD,"1 Nov, 2018"
RPG Maker VX Ace - Hiroki Kikuta's The Calm Music Pack,Hiroki Kikuta,Web Publishing,$7.49 USD,"4 Oct, 2018"
RPG Maker VX Ace - Karugamo Contemporary BGM Pack 02,Karugamo,Web Publishing,$4.99 USD,"27 Sep, 2018"
RPG Maker VX Ace - Samurai Classics Temple of Darkness,bitter sweet entertainment,Web Publishing,$7.49 USD,"1 Nov, 2018"
RPG Maker VX Ace - RPG Maker 3 Music Pack,KOMODO,Web Publishing,$9.99 USD,"25 Oct, 2018"
Ritter,CasGames,Adventure,$0.90 USD,"12 Aug, 2018"
Mutant Year Zero: Road to Eden - Fan Edition Content,The Bearded Ladies,RPG,$8.19 USD,"4 Dec, 2018"
Devil's Hunt,Layopi Games,Adventure,$6.99 USD,"17 Sep, 2019"
Snooker 19,Lab42,Simulation,$10.49 USD,"17 Apr, 2019"
Opus Mortem,KZ42,Indie,$1.29 USD,"6 Jul, 2018"
老虎游戏-tiger casino&slot game,上海信虎文化传播有限公司,Free To Play,Free To Play,"23 Dec, 2019"
Horde: Zombie Outbreak,Madowl Games,Casual,$5.89 USD,"30 Jul, 2018"
Double,Tomato Fantasy Games,Adventure,$3.49 USD,"15 Mar, 2019"
Shipbreakers,Black Land Studio,Indie,Shipbreaker Demo,Coming soon
TAL: Arctic,Snkl Studio,Casual,$0.90 USD,"11 Jul, 2018"
Retro Racers 2,LoadUpGames.com,Racing,$0.90 USD,"6 Jul, 2018"
O.C.D. - On Completeness & Dissonance,Flat Voxel,Indie,$0.90 USD,"20 Jul, 2018"
egg is broken. heart is too.,Curious Visions,Casual,$1.89 USD,"4 Apr, 2019"
Puzzles By Axis Hyper,Cubic Bit,Indie,$1.29 USD,"16 Sep, 2018"
Amaranthine Voyage: The Obsidian Book Collector's Edition,Eipix Entertainment,Casual,$5.49 USD,"20 Jul, 2018"
Rite of Passage: The Lost Tides Collector's Edition,Mad Head Games,Casual,$5.49 USD,"9 Jul, 2018"
Danse Macabre: Thin Ice Collector's Edition,Eipix Entertainment,Casual,$5.49 USD,"25 Jul, 2018"
Maestro: Music from the Void Collector's Edition,AMAX Interactive,Casual,$5.49 USD,"11 Jul, 2018"
Mystery Case Files: Rewind Collector's Edition,Eipix Entertainment,Casual,$5.49 USD,"23 Jul, 2018"
Generation Streets,Roman Shuvalov,Free To Play,Free To Play,"10 Feb, 2020"
PuppetShow™: Destiny Undone Collector's Edition,AMAX Interactive,Casual,$5.49 USD,"18 Jul, 2018"
How to be Best Russian Game Developer - OST,CSM,Indie,$1.29 USD,"21 Jun, 2018"
Fox Hime Zero - MoriChan,AsicxArt,Casual,$1.29 USD,"25 Jun, 2018"
Tango: The Adventure Game,Gualicho Games,Indie,$3.49 USD,"16 Nov, 2018"
Faiths End - 2D Survival Horror,Aaron Best,Adventure,Free,Coming soon
Metal Fatigue,Zono,Zono,$3.49 USD,"30 Jul, 2000"
Railroad Tracks,socah development,Free To Play,Free,"14 Sep, 2018"
TREE,The Strangers,Free To Play,Free,"13 Aug, 2018"
Beyond the Mind - Deluxe Edition,morojenoe's empire,Casual,Free,"5 Jul, 2018"
Space Hamster in Turmoil,SypherZent,SypherZent,$1.29 USD,"24 Jul, 2018"
Starport Delta,Cloudfire Studios,Simulation,$8.49 USD,"27 Mar, 2020"
Fantasy Grounds - Echoes of the Past: The Slarecian Legacy (PFRPG),"SmiteWorks USA, LLC",RPG,$8.49 USD,"27 Jun, 2018"
Quatris,Postcursor Laboratories,Postcursor Laboratories,Free To Play,"20 Jan, 2021"
Fantasy Grounds - En5ider: Its Alive (5E),"SmiteWorks USA, LLC",RPG,$1.29 USD,"19 Jun, 2018"
Epic Helicopter,Agustin Eisman Moreno,Casual,$0.90 USD,"4 Jul, 2018"
Cricket Captain 2018,Childish Things Ltd,Strategy,$5.49 USD,"13 Jul, 2018"
Bleeding Sun,Jaime Paz Lopes,Jaime Paz Lopes,$1.89 USD,"14 Jul, 2018"
Deadly Station - Supporter Pack,RPG Adventures Team,RPG Adventures Team,$0.90 USD,"13 Jul, 2018"
Element Space,Sixth Vowel,Indie,$6.99 USD,"14 Feb, 2019"
ARK: Extinction - Expansion Pack,Studio Wildcard,Adventure,Free,"6 Nov, 2018"
Owl Watch,Agelvik,Adventure,$0.96 USD,"12 Nov, 2018"
Warman,Oleg Dammer,Adventure,Free,"3 Apr, 2023"
THE GREAT GEOMETRIC MULTIVERSE TOUR,Pie On A Plate Productions,Adventure,$0.90 USD,"27 Aug, 2018"
Candice: Da Instrumentalz,Havishamone Games,Indie,Free,"19 Jun, 2018"
Burden of Command™,Green Tree Games LLC,RPG,Free,Q1 2025
Tunche,LEAP Game Studios,Adventure,$1.04 USD,"2 Nov, 2021"
Fractal Chicken,FireSine LLC,Adventure,Free,"25 Jul, 2018"
Galencia,Jason Aldred,Jason Aldred,$1.89 USD,"22 Jun, 2018"
Neon Force Pushers - Summer Celebration,Blaze the Star,Free To Play,$1.89 USD,"21 Jun, 2018"
Dimetrosaur,Grade 9 Games,Grade 9 Games,$0.90 USD,"8 Sep, 2018"
Seat of War,Halfbolt Studios,Halfbolt Studios,Free To Play,"24 Aug, 2018"
President Yukino,Acerola,Indie,$6.99 USD,"11 Oct, 2018"
BoxRunner,ChargedNeuron Entertainment,Casual,$6.99 USD,"17 Aug, 2018"
不当英雄ROGUELIKE HERO,Carrya.Tec,Casual,Free,Coming soon
Harpoon Cat,Fury Games Production,Casual,$1.89 USD,"11 Jul, 2018"
Lavender,Take Over Games,Indie,$8.19 USD,"11 Dec, 2019"
Brath: Brain and Math,Tomas Novak,Indie,$0.90 USD,"15 Jun, 2018"
EPHEMERAL -FANTASY ON DARK-,dramatic create,dramatic create,$12.99 USD,"11 Sep, 2018"
Jelly Wrestle,Fury Games Production,Adventure,$1.89 USD,"20 Jul, 2018"
Infliction,Caustic Reality,Indie,$8.19 USD,"18 Oct, 2018"
Nelke & the Legendary Alchemists ~Ateliers of the New World~,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",$19.99 USD,"25 Mar, 2019"
Fur Fury,TetraLab Games,Massively Multiplayer,Free,"1 Mar, 2019"
Explodey - Sci-fi Side Scroller w/ 'splosions,YitYat Studios,Adventure,Free,"20 Jun, 2018"
IndustrySim Virtual Platform,IndustrySim Ltd.,Strategy,Free,Coming soon
ParkourMan,Fury Games Production,Adventure,$1.29 USD,"24 Jul, 2018"
Bus Simulator 18 - MAN Bus Pack 1,stillalive studios,stillalive studios,$4.09 USD,"18 Dec, 2018"
Roman The Worm,RadM,Adventure,$0.90 USD,"17 Jul, 2018"
Chef: A Restaurant Tycoon Game,Innervoid Interactive,Innervoid Interactive,$8.19 USD,"20 Aug, 2020"
Hiveswap Friendsim - Volume Six,"What Pumpkin Games, Inc.",Casual,Free,"22 Jun, 2018"
Crossout - Corrida Pack,Targem Games,Massively Multiplayer,$29.99 USD,"17 Jul, 2018"
Dragon Spear,Game2Gather,Adventure,$6.99 USD,"15 Aug, 2018"
Tomato Way 2,Vladislav Castillo Gonzalez,Adventure,$2.49 USD,"10 Jul, 2018"
Asterix & Obelix XXL 2,OSome Studio,Adventure,$14.99 USD,"28 Nov, 2018"
Paper Planets,Daniel Wiseman,Adventure,$0.90 USD,"14 Aug, 2018"
The Sinking City - Investigator Pack,Frogwares,Adventure,Free,"16 Sep, 2021"
Blocks!: Richard III,Avalon Digital,Simulation,$8.49 USD,"9 Oct, 2019"
Conan Exiles - Jewel of the West Pack,Funcom,Adventure,$5.49 USD,"2 Aug, 2018"
The Sunny Day 晴天,殇葵(K.),Indie,$1.29 USD,"5 Jul, 2018"
A Roll-Back Story,iQuantile,Indie,Free,"30 Aug, 2018"
Yeli Orog,Yeli Orog Games,Indie,Free To Play,"13 Jul, 2018"
Kona VR,Parabole,Indie,$3.49 USD,"19 Jun, 2018"
Vortex Of Pain,Atomic Drop Games,Indie,$4.99 USD,"1 Nov, 2018"
Starfield Wars - 沙罗曼蛇 3D,Beyond Games,Casual,$2.99 USD,"5 Jul, 2018"
Store Crasher,Ty Victorson,Indie,$5.49 USD,"22 Apr, 2020"
DomiCard,Jun Zhao,Indie,DomiCard Demo,"16 Aug, 2018"
The Island Combat,Softwaves,Casual,$0.90 USD,"6 Jul, 2018"
Multicellular,Insane Dreamers,Adventure,Free,"18 Oct, 2018"
Casino Mega Collection,Gunnar Games,Gunnar Games,$3.99 USD,"2 Jul, 2018"
Clouded,Noble Steed Games,Noble Steed Games,$1.89 USD,"23 Jun, 2018"
A Roll-Back Story,iQuantile,Indie,Free,"30 Aug, 2018"
Ruya,Miracle Tea,Indie,$2.49 USD,"2 Nov, 2017"
Tock,Chamomile Software,Strategy,$4.49 USD,"6 Jul, 2018"
UnBorn,nextjen,Casual,Free,"4 Jul, 2018"
Outside the Lines,Tad & Ice Productions,Casual,Free,"14 Jul, 2018"
Night of the Shrub Part 2,Grove Street Games,Grove Street Games,$1.29 USD,"18 Jul, 2018"
Tanglewood,Big Evil Corporation,Adventure,$7.79 USD,"14 Aug, 2018"
Audiate,Fraser K,Fraser K,$10.49 USD,"29 Oct, 2018"
Another Otter,PepoLab,Indie,$0.90 USD,"16 Jul, 2018"
SPEED BOX,sakastudio,Casual,Free,"23 Jul, 2018"
Golem Rush,Usa Com,Casual,$0.90 USD,"20 Jul, 2018"
My Bingo,Racing Bros,Indie,$0.90 USD,"12 Jul, 2018"
The Mystery of Happyville,Studio HK,Adventure,$2.99 USD,"19 Jul, 2018"
Magical girl's labyrinth,SQUARE PHOENIX,SQUARE PHOENIX,$7.29 USD,"1 Aug, 2018"
BrutalAliens,Voronoi Games,Indie,$0.90 USD,"21 Aug, 2018"
Rockin' Road,VR-Gamers,Indie,Free,Coming soon
Grass Cutter - Shock Wave,Nikolai Usachev,Casual,$0.90 USD,"21 Jun, 2018"
Grass Cutter - Blue Shield,Nikolai Usachev,Casual,$0.90 USD,"21 Jun, 2018"
Proficient Paddles,Inflamed Games,Casual,Free To Play,"9 Dec, 2018"
GlitchPets,Cool and Normal Entertainment,Adventure,$2.99 USD,Jul 2018
6-in-1 IQ Scale Bundle,ALEKSANDER CHEPAIKIN,ALEKSANDER CHEPAIKIN,$1.89 USD,"13 Jul, 2018"
Z After: A Point and Click Survival,MobGeeks Studios LLC,Adventure,Free,To be announced
Dresden Files Cooperative Card Game - Winter Schemes,Hidden Achievement LLC,Indie,$2.49 USD,"21 Aug, 2018"
Dresden Files Cooperative Card Game - Dead Ends,Hidden Achievement LLC,Indie,$2.49 USD,"24 Jul, 2018"
Immortal Quest,Kc games,Adventure,$5.49 USD,"17 Aug, 2018"
BFG Unlocked Against All Odds,Black Forest Games,THQ Nordic,Free,"24 Apr, 2018"
FIGHTING EX LAYER - Color Set: Type A,ARIKA,ARIKA,$3.49 USD,"29 Nov, 2018"
Ginga Force,Qute,Qute,Free,"24 Sep, 2020"
Tesla vs Lovecraft: For Science!,10tons Ltd,Indie,$2.99 USD,"4 Dec, 2018"
Meritocracy of the Oni & Blade,ONEONE1,RPG,$5.49 USD,"26 Sep, 2018"
Airranger,Chesstar studios,Casual,Airranger Trial Version,"1 Aug, 2019"
